Typ,Datum,Kommando
"Övrigt","2025-10-24 12:14:13","    margin: 20px 0;"
"Övrigt","2025-10-24 12:14:13","    padding: 20px;"
"Övrigt","2025-10-24 12:14:13","    background: #f9f9f9;"
"Övrigt","2025-10-24 12:14:13","}"
"Övrigt","2025-10-24 12:14:13",".section h2 {"
"Övrigt","2025-10-24 12:14:13","    color: #2c3e50;"
"Övrigt","2025-10-24 12:14:13","}"
"Övrigt","2025-10-24 12:14:13",".commands-list {"
"Övrigt","2025-10-24 12:14:13","    background: #2c3e50;"
"Övrigt","2025-10-24 12:14:13","    color: white;"
"Övrigt","2025-10-24 12:14:13","    padding: 10px;"
"Övrigt","2025-10-24 12:14:13","    border-radius: 8px;"
"Övrigt","2025-10-24 12:14:13","}"
"Övrigt","2025-10-24 12:14:13",".commands-list code {"
"Övrigt","2025-10-24 12:14:13","    background: rgba(255,255,255,0.15);"
"Övrigt","2025-10-24 12:14:13","    padding: 2px 6px;"
"Övrigt","2025-10-24 12:14:13","    border-radius: 4px;"
"Övrigt","2025-10-24 12:14:13","    color: #64ffda;"
"Övrigt","2025-10-24 12:14:13","}"
"Övrigt","2025-10-24 12:14:13",".command-log table {"
"Övrigt","2025-10-24 12:14:13","    width: 100%;"
"Övrigt","2025-10-24 12:14:13","    border-collapse: collapse;"
"Övrigt","2025-10-24 12:14:13","}"
"Övrigt","2025-10-24 12:14:13",".command-log th, .command-log td {"
"Övrigt","2025-10-24 12:14:13","    padding: 10px;"
"Övrigt","2025-10-24 12:14:13","    border-bottom: 1px solid #ddd;"
"Övrigt","2025-10-24 12:14:13","}"
"Övrigt","2025-10-24 12:14:13",".feedback {"
"Övrigt","2025-10-24 12:14:13","    background: #ecf0f1;"
"Övrigt","2025-10-24 12:14:13","    border-radius: 10px;"
"Övrigt","2025-10-24 12:14:13","    padding: 20px;"
"Övrigt","2025-10-24 12:14:13","    margin-top: 30px;"
"Övrigt","2025-10-24 12:14:13","}"
"Övrigt","2025-10-24 12:14:13",".feedback textarea {"
"Övrigt","2025-10-24 12:14:13","    width: 100%;"
"Övrigt","2025-10-24 12:14:13","    height: 120px;"
"Övrigt","2025-10-24 12:14:13","    border-radius: 8px;"
"Övrigt","2025-10-24 12:14:13","    border: 1px solid #ccc;"
"Övrigt","2025-10-24 12:14:13","    padding: 10px;"
"Övrigt","2025-10-24 12:14:13","    resize: vertical;"
"Övrigt","2025-10-24 12:14:13","}"
"Övrigt","2025-10-24 12:14:13","footer {"
"Övrigt","2025-10-24 12:14:13","    text-align: center;"
"Övrigt","2025-10-24 12:14:13","    margin-top: 30px;"
"Övrigt","2025-10-24 12:14:13","    color: #777;"
"Övrigt","2025-10-24 12:14:13","}"
"Text & Sökning","2025-10-24 12:14:13","cat > ~/docs-engine/templates/expanding_report_template.html <<'EOF'"
"Övrigt","2025-10-24 12:14:13","body {"
"Övrigt","2025-10-24 12:14:13","    font-family: 'Segoe UI', Tahoma, Geneva, Verdana, sans-serif;"
"Övrigt","2025-10-24 12:14:13","    background: #f4f7fa;"
"Övrigt","2025-10-24 12:14:13","    color: #333;"
"Övrigt","2025-10-24 12:14:13","    line-height: 1.6;"
"Övrigt","2025-10-24 12:14:13","    margin: 0;"
"Övrigt","2025-10-24 12:14:13","    padding: 20px;"
"Övrigt","2025-10-24 12:14:13","}"
"Övrigt","2025-10-24 12:14:13",".container {"
"Övrigt","2025-10-24 12:14:13","    max-width: 1100px;"
"Övrigt","2025-10-24 12:14:13","    margin: auto;"
"Övrigt","2025-10-24 12:14:13","    background: white;"
"Övrigt","2025-10-24 12:14:13","    border-radius: 10px;"
"Övrigt","2025-10-24 12:14:13","    padding: 30px;"
"Övrigt","2025-10-24 12:14:13","    box-shadow: 0 10px 30px rgba(0,0,0,0.1);"
"Övrigt","2025-10-24 12:14:13","}"
"Övrigt","2025-10-24 12:14:13","h1 { text-align: center; color: #2c3e50; margin-bottom: 10px; }"
"Övrigt","2025-10-24 12:14:13","summary {"
"Övrigt","2025-10-24 12:14:13","    cursor: pointer;"
"Övrigt","2025-10-24 12:14:13","    background: #4a69bd;"
"Övrigt","2025-10-24 12:14:13","    color: white;"
"Övrigt","2025-10-24 12:14:13","    padding: 10px 15px;"
"Övrigt","2025-10-24 12:14:13","    border-radius: 8px;"
"Övrigt","2025-10-24 12:14:13","    margin-top: 10px;"
"Övrigt","2025-10-24 12:14:13","    font-weight: bold;"
"Övrigt","2025-10-24 12:14:13","}"
"Övrigt","2025-10-24 12:14:13","details { margin-bottom: 15px; border: 1px solid #ddd; border-radius: 8px; overflow: hidden; }"
"Övrigt","2025-10-24 12:14:13","details[open] summary { background: #3c6382; }"
"Övrigt","2025-10-24 12:14:13",".section { border: 1px solid #e0e0e0; border-radius: 10px; margin: 20px 0; padding: 20px; background: #f9f9f9; }"
"Övrigt","2025-10-24 12:14:13",".section h2 { color: #2c3e50; }"
"Övrigt","2025-10-24 12:14:13",".commands-list { background: #2c3e50; color: white; padding: 10px; border-radius: 8px; }"
"Övrigt","2025-10-24 12:14:13",".commands-list code { background: rgba(255,255,255,0.15); padding: 2px 6px; border-radius: 4px; color: #64ffda; }"
"Övrigt","2025-10-24 12:14:13",".command-log table { width: 100%; border-collapse: collapse; }"
"Övrigt","2025-10-24 12:14:13",".command-log th, .command-log td { padding: 10px; border-bottom: 1px solid #ddd; }"
"Övrigt","2025-10-24 12:14:13",".feedback { background: #ecf0f1; border-radius: 10px; padding: 20px; margin-top: 30px; }"
"Övrigt","2025-10-24 12:14:13",".feedback textarea { width: 100%; height: 120px; border-radius: 8px; border: 1px solid #ccc; padding: 10px; resize: vertical; }"
"Övrigt","2025-10-24 12:14:13","footer { text-align: center; margin-top: 30px; color: #777; }"
"Övrigt","2025-10-24 12:14:13","nano ~/docs-engine/templates/report_template.html"
"Övrigt","2025-10-24 12:14:13","CTRL + O   (O som i Oscar)  →  ENTER"
"Övrigt","2025-10-24 12:14:13","CTRL + X   (för att stänga nano)"
"Filsystem","2025-10-24 12:14:13","ls -lh ~/docs-engine/templates/report_template.html"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/lab.sh"
"Skript","2025-10-24 12:14:13","chmod +x ~/docs-engine/src/lab.sh"
"Skript","2025-10-24 12:14:13","~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:14:13","ls -lh ~/docs-engine/templates/report_template.html"
"Filsystem","2025-10-24 12:14:13","ls -lh ~/docs-engine/src/master_parts.md"
"Skript","2025-10-24 12:14:13","bash -x ~/docs-engine/src/lab.sh"
"Övrigt","2025-10-24 12:14:13","nano ~/docs-engine/src/master_parts.md"
"Skript","2025-10-24 12:14:13","~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:14:13","ls -lh ~/docs-engine/exports/html | tail -n 5"
"Övrigt","2025-10-24 12:14:13","xdg-open ~/docs-engine/exports/html/lab_report_2025-10-19_19-17-51.html"
"Övrigt","2025-10-24 12:14:13","nano ~/docs-engine/templates/expanding_report_template.html"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:14:13","chmod +x ~/docs-engine/src/lab_v2.sh"
"Övrigt","2025-10-24 12:14:13","mkdir -p ~/docs-engine/screenshots"
"Skript","2025-10-24 12:14:13","~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:14:13","chmod +x ~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:14:13","~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:14:13","chmod +x ~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:14:13","~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:14:13","~/docs-engine/src/lab_final.sh"
"Övrigt","2025-10-24 12:14:13","~/docs-engine/templates/expanding_report_template.html"
"Filsystem","2025-10-24 12:14:13","cd ~/docs-engine/templates"
"Övrigt","2025-10-24 12:14:13","[200~ls -lh"
"Filsystem","2025-10-24 12:14:13","ls -lh"
"Övrigt","2025-10-24 12:14:13","nano expanding_report_template.html"
"Övrigt","2025-10-24 12:14:13","xdg-open expanding_report_template.html"
"Text & Sökning","2025-10-24 12:14:13","cat expanding_report_template.html | head"
"Övrigt","2025-10-24 12:14:13","nano expanding_report_template.html"
"Övrigt","2025-10-24 12:14:13","HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:14:13","echo 'export HISTTIMEFORMAT="%F %T "' >> ~/.bashrc"
"Övrigt","2025-10-24 12:14:13","source ~/.bashrc"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/lab_auto.sh"
"Skript","2025-10-24 12:14:13","chmod +x ~/docs-engine/src/lab_auto.sh"
"Övrigt","2025-10-24 12:14:13","xdg-open ~/docs-engine/exports/html/linux_lab_report_*.html"
"Filsystem","2025-10-24 12:14:13","ls -lh ~/docs-engine/src/lab_auto.sh"
"Övrigt","2025-10-24 12:14:13","bash -x ~/docs-engine/src/lab_auto.sh | tee ~/docs-engine/logs/lab_auto_debug.log"
"Övrigt","2025-10-24 12:14:13","echo 'export HISTTIMEFORMAT="%F %T "' >> ~/.bashrc"
"Övrigt","2025-10-24 12:14:13","source ~/.bashrc"
"Övrigt","2025-10-24 12:14:13","history -a"
"Filsystem","2025-10-24 12:14:13","cd /home/kate/docs-engine/assets/screenshot/"
"Övrigt","2025-10-24 12:14:13","bash -x ~/docs-engine/src/lab_auto.sh | tee ~/docs-engine/logs/lab_auto_debug.log"
"Övrigt","2025-10-24 12:14:13","xdg-open ~/Dokument/linux-portfolio/index.html"
"Filsystem","2025-10-24 12:14:13","cd ~/docs-engine/reports"
"Skript","2025-10-24 12:14:13","nano generate_command_summary.sh"
"Skript","2025-10-24 12:14:13","chmod +x generate_command_summary.sh"
"Skript","2025-10-24 12:14:13","./generate_command_summary.sh"
"Övrigt","2025-10-24 12:14:13","* `uname -a` → shows system information including kernel version."
"Filsystem","2025-10-24 12:14:13","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:14:13","cp master_parts.md master_parts_backup.md  # säkerhetskopia"
"Övrigt","2025-10-24 12:14:13","sed -i 's/^\* `\([^`]*\)`[[:space:]]*→[[:space:]]*/**Command:** \1 → /' master_parts.md"
"Filsystem","2025-10-24 12:14:13","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:14:13","cp master_parts.md master_parts_backup.md  # säkerhetskopia"
"Övrigt","2025-10-24 12:14:13","sed -i 's/^\* `\([^`]*\)`[[:space:]]*→[[:space:]]*/**Command:** \1 → /' master_parts.md"
"Text & Sökning","2025-10-24 12:14:13","less master_parts.md"
"Skript","2025-10-24 12:14:13","bash ~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:14:13","mkdir -p ~/docs-engine/reports/part_summaries"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/generate_summaries.sh"
"Skript","2025-10-24 12:14:13","chmod +x ~/docs-engine/src/generate_summaries.sh"
"Skript","2025-10-24 12:14:13","~/docs-engine/src/generate_summaries.sh"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/lab_auto_v3.sh"
"Skript","2025-10-24 12:14:13","~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:14:13","xdg-open ~/docs-engine/src/rapport.html"
"Övrigt","2025-10-24 12:14:13","~/docs-engine/exports/html/linux_lab_report_YYYY-MM-DD_HH-MM-SS.html"
"System","2025-10-24 12:14:13","sudo apt install wkhtmltopdf"
"Övrigt","2025-10-24 12:14:13","wkhtmltopdf ~/docs-engine/exports/html/linux_lab_report_*.html ~/docs-engine/exports/html/linux_lab_report.pdf"
"Filsystem","2025-10-24 12:14:13","ls ~/docs-engine/exports/html/linux_lab_report_*.html"
"Filsystem","2025-10-24 12:14:13","ls ~/docs-engine/exports/html"
"Skript","2025-10-24 12:14:13","bash ~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:14:13","xdg-open ~/docs-engine/exports/html/linux_lab_report_2025-10-21_21-20-16.html"
"Skript","2025-10-24 12:14:13","bash ~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:14:13","xdg-open "$(ls -t ~/docs-engine/exports/html/linux_lab_report_*.html | head -n1)""
"Filsystem","2025-10-24 12:14:13","ls -l ~/.bash_history"
"Övrigt","2025-10-24 12:14:13","history -w  # Skriv nuvarande historik till ~/.bash_history"
"Övrigt","2025-10-24 12:14:13","mkdir -p ~/final_lab/{docs,data,logs}"
"Filsystem","2025-10-24 12:14:13","cd ~/final_lab"
"Övrigt","2025-10-24 12:14:13","echo 'export HISTTIMEFORMAT="%F %T "' >> ~/.bashrc"
"Övrigt","2025-10-24 12:14:13","source ~/.bashrc"
"Övrigt","2025-10-24 12:14:13","uname -a"
"Övrigt","2025-10-24 12:14:13","whoami"
"Övrigt","2025-10-24 12:14:13","hostname"
"Övrigt","2025-10-24 12:14:13","date"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -f ~/docs-engine/assets/screenshot/part1.png"
"System","2025-10-24 12:14:13","sudo apt install gnome-screenshot"
"System","2025-10-24 12:14:13","sudo apt install flameshot"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -f ~/docs-engine/assets/screenshot/part1.png"
"Övrigt","2025-10-24 12:14:13","uname -a"
"Övrigt","2025-10-24 12:14:13","whoami"
"Övrigt","2025-10-24 12:14:13","hostname"
"Övrigt","2025-10-24 12:14:13","date"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -f ~/docs-engine/assets/screenshot/part1.png"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part1.png"
"Övrigt","2025-10-24 12:14:13","man ls"
"Filsystem","2025-10-24 12:14:13","ls -lh   # använder -h som du hittade i manualen"
"Övrigt","2025-10-24 12:14:13","man grep"
"Text & Sökning","2025-10-24 12:14:13","grep -i "user" /etc/passwd"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part2.pn"
"Filsystem","2025-10-24 12:14:13","pwd"
"Filsystem","2025-10-24 12:14:13","cd /etc"
"Filsystem","2025-10-24 12:14:13","cd .."
"Filsystem","2025-10-24 12:14:13","cd ~"
"Filsystem","2025-10-24 12:14:13","pwd"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part3.png"
"Övrigt","2025-10-24 12:14:13","mkdir -p ~/final_lab/{docs,data,logs}"
"Filsystem","2025-10-24 12:14:13","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:14:13","rmdir ~/final_lab/logs"
"Filsystem","2025-10-24 12:14:13","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part4.png"
"Filsystem","2025-10-24 12:14:13","cd ~/final_lab/docs"
"Övrigt","2025-10-24 12:14:13","touch file1.txt file2.txt file3.txt .hidden.txt"
"Filsystem","2025-10-24 12:14:13","ls"
"Filsystem","2025-10-24 12:14:13","ls -la"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part3.pn"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part5.pn"
"Övrigt","2025-10-24 12:14:13","echo "Line one" >> file1.txt"
"Övrigt","2025-10-24 12:14:13","echo "Line two" >> file1.txt"
"Övrigt","2025-10-24 12:14:13","echo "Line three" >> file1.txt"
"Text & Sökning","2025-10-24 12:14:13","cat file1.txt"
"Text & Sökning","2025-10-24 12:14:13","head -n 2 file1.txt"
"Text & Sökning","2025-10-24 12:14:13","tail -n 2 file1.txt"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part6.pn"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part6.png"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part5.png"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part4.png"
"Övrigt","2025-10-24 12:14:13","mkdir -p ~/final_lab/{docs,data,logs}"
"Filsystem","2025-10-24 12:14:13","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:14:13","rmdir ~/final_lab/logs"
"Filsystem","2025-10-24 12:14:13","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part4.png"
"Filsystem","2025-10-24 12:14:13","ls -l | grep "^d"        # listar bara kataloger"
"Filsystem","2025-10-24 12:14:13","ls -l | grep "file[13]""
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part7.png"
"Filsystem","2025-10-24 12:14:13","ls -l file1.txt"
"Övrigt","2025-10-24 12:14:13","chmod u+x,g-w file1.txt"
"System","2025-10-24 12:14:13","sudo chown root file2.txt    # (valfritt om du har sudo)"
"Filsystem","2025-10-24 12:14:13","ls -l"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part8.png"
"Övrigt","2025-10-24 12:14:13","cp file1.txt ~/final_lab/data/"
"Övrigt","2025-10-24 12:14:13","mv file2.txt renamed.txt"
"Övrigt","2025-10-24 12:14:13","rm file3.txt"
"Övrigt","2025-10-24 12:14:13","dd if=/dev/zero of=image_test.img bs=1M count=2"
"Filsystem","2025-10-24 12:14:13","ls -lh"
"Övrigt","2025-10-24 12:14:13","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part9.png"
"System","2025-10-24 12:14:13","sudo ls /root"
"Nätverk","2025-10-24 12:14:13","ifconfig   # eller ip a"
"Nätverk","2025-10-24 12:14:13","ping -c 2 8.8.8.8"
"Övrigt","2025-10-24 12:14:13","shutdown -h now"
"Övrigt","2025-10-24 12:14:13","reboot"
"Övrigt","2025-10-24 12:14:13","echo "=== System Information ===""
"Övrigt","2025-10-24 12:14:13","uname -a"
"Text & Sökning","2025-10-24 12:14:13","cat /etc/os-release | grep PRETTY_NAME"
"Övrigt","2025-10-24 12:14:13","whoami"
"Övrigt","2025-10-24 12:14:13","date"
"Skript","2025-10-24 12:14:13","Save as part1_sysinfo.sh"
"Filsystem","2025-10-24 12:14:13","ls -la"
"Övrigt","2025-10-24 12:14:13","exit"
"Filsystem","2025-10-24 12:14:13","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:14:13","nano ndg_html_report_interactive_v1.py"
"Skript","2025-10-24 12:14:13","./ndg_final_interactive_verbose_html_v6_auto.sh"
"Övrigt","2025-10-24 12:14:13","(~/docs-engine/logs/command_history_with_timestamps_*.txt; "
"Övrigt","2025-10-24 12:14:13","python3 ~/docs-engine/src/ndg_html_report_v6_final.py"
"Text & Sökning","2025-10-24 12:14:13","cat ~/.bash_history > ~/docs-engine/logs/full_bash_history.txt"
"Övrigt","2025-10-24 12:14:13","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:14:13","history > ~/docs-engine/logs/command_history_with_timestamps.txt"
"Text & Sökning","2025-10-24 12:14:13","grep "install " /var/log/dpkg.log* > ~/docs-engine/logs/installed_packages.log"
"System","2025-10-24 12:14:13","dpkg-query -l > ~/docs-engine/logs/all_installed_packages_current.txt"
"System","2025-10-24 12:14:13","sudo journalctl --since "2024-01-01" > ~/docs-engine/logs/system_journal_full.log"
"System","2025-10-24 12:14:13","sudo cat /var/log/auth.log* > ~/docs-engine/logs/auth_activity.log"
"Text & Sökning","2025-10-24 12:14:13","grep -E "(bash |sh |\.sh)" ~/docs-engine/logs/command_history_with_timestamps.txt > ~/docs-engine/logs/script_executions.log"
"Övrigt","2025-10-24 12:14:13","mkdir -p ~/docs-engine/logs"
"Filsystem","2025-10-24 12:14:13","ls -l ~/docs-engine"
"Filsystem","2025-10-24 12:14:13","cd ~/docs-engine/logs"
"Övrigt","2025-10-24 12:14:13","echo "Testlogg" > test.txt"
"Filsystem","2025-10-24 12:14:13","ls -l"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/generate_full_activity_report.sh"
"Skript","2025-10-24 12:14:13","chmod +x ~/docs-engine/src/generate_full_activity_report.sh"
"Text & Sökning","2025-10-24 12:14:13","less ~/docs-engine/logs/full_activity_report_*.txt"
"Skript","2025-10-24 12:14:13","~/docs-engine/src/generate_full_activity_report.sh"
"Text & Sökning","2025-10-24 12:14:13","less ~/docs-engine/logs/full_activity_report_*.txt"
"Text & Sökning","2025-10-24 12:14:13","grep -E '^2025-1(0|1|2)-|^2026-' /var/log/dpkg.log* > ~/docs-engine/logs/installed_packages_since_2025-10-10.log"
"Övrigt","2025-10-24 12:14:13","wc -l ~/docs-engine/logs/installed_packages_since_2025-10-10.log"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/generate_full_activity_report_pro.sh"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:14:13","chmod +x ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/generate_full_activity_report_pro.sh"
"Skript","2025-10-24 12:14:13","chmod +x ~/docs-engine/src/generate_full_activity_report_pro.sh"
"System","2025-10-24 12:14:13","sudo ~/docs-engine/src/generate_full_activity_report_pro.sh"
"System","2025-10-24 12:14:13","sudo ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:14:13","~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/generate_full_activity_report_intel.sh"
"System","2025-10-24 12:14:13","sudo ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:14:13","nano ~/docs-engine/src/generate_full_activity_report_pro_timeline.sh"
